1031990517142310914,FreddyDilone2,1534895087.0,0,0,@BrownUniversity #Mybosswasstudyinganthropology.,0.0,0.0,0.0
1031985401634930689,PSTC_Brown,1534893867.0,0,1,Research by PSTC Postdoc Eric Seymour on the consequences of speculative bulk buying is cited in article about the dysfunctional #housing market and #instability in #Detroit. @BrownUniversity https://t.co/T02dCXtGih  via @freep https://t.co/T02dCXtGih via @freep,0.1027,0.042,0.0
1031979260297273344,PSTC_Brown,1534892403.0,0,0,"Many Americans feel ""the American Dream is slipping away,"" says PSTC economist @John_N_Friedman. #Socialmobility is becoming more challenging, and elite #colleges able to boost mobility accept low numbers of poor #students. https://t.co/anErXjwoQl@apmreports @BrownUniversity https://t.co/6lldU643aP",0.4576,0.217,0.123
1031977241016774656,PeteATurner,1534891922.0,0,1,"Dang dude @Stephstem is about to blow your mind. Dr. Stephon Alexander is a cosmologist from @BrownUniversity His study of space is  founded by Jazz. Improvisation. Ya,  we just said that @breakitdownshow today. @jonlg69 @peteaturner H/T @DrBrianKeating https://t.co/INF5dXwqmU",0.0,0.0,0.0
1031977240270127104,jonlg69,1534891921.0,0,0,"Dang dude @Stephstem is about to blow your mind. Dr. Stephon Alexander is a cosmologist from @BrownUniversity His study of space is  founded by Jazz. Improvisation. Ya,  we just said that @breakitdownshow today. @jonlg69 @peteaturner H/T @DrBrianKeating https://t.co/cwPyvCTxKs",0.0,0.0,0.0
1031975530885787649,educationgadfly,1534891514.0,2,1,A new meta-analysis by @BrownUniversity's @MatthewAKraft and colleagues examines the causal evidence for a professional development model that's very popular in schools: teacher coaching. Here's what they found: https://t.co/jjqVTRfZYw https://t.co/oABeK2dpEI,0.4754,0.103,0.0
1031950769744949248,miles_leeson,1534885610.0,2,5,"Advanced notice of an @IrisMurdoch lecture @RIPhilo on 18 Jan 2019 given by Justin Broackes of @BrownUniversity. Also lectures to come on Midgley, Foot and Anscombe @parenthesis_in from October this year,@IrishPhilosophy @GaryBrowning15  @PhilFacOx @londonphilclub #irismurdoch https://t.co/lWHznKliLl",0.25,0.054,0.0
1031940422178926592,KaplanEdFdn,1534883143.0,4,5,"#TransferTuesday- This fall, our Scholars will be arriving at the doors of @binghamtonu, @BrownUniversity, @Cornell, @nyuniversity, @smithcollege @trinitycollege, @UMich, @UofR &amp; @Wellesley. We can't wait to see what our Scholars accomplish! #TransferChangesLives #DreamBig #CUNY https://t.co/XGsH0C871K",0.4753,0.083,0.0
1031937360882290689,zeeuwsewilma,1534882413.0,0,0,"@SatiriaNews @BrownUniversity https://t.co/tdZXrZ2qdCBorn in the wrong body, dutch humor 1995",-0.25,0.159,0.235
1031923627917299712,jdforward,1534879139.0,0,1,"Congrats, @BrownUniversity ! Your school is ranked No. 1 in the country for Jewish students #ForwardCollegeGuidehttps://t.co/e9wwji1jUS",0.3595,0.206,0.123
1031901365327552512,physorg_health,1534873831.0,3,1,Scientist explores the nexus between appetite and psychology @BrownUniversity https://t.co/ojP53sznQd,0.0,0.0,0.0
1031895545927880705,BrickMAG,1534872444.0,0,1,@adamyael @BrownUniversity Thanks for sharing!,0.7177,0.666,0.0
1031889258263404546,SarwonoIr,1534870945.0,0,1,@realDonaldTrump @LaraLeaTrump @MrsVanessaTrump @IvankaTrump @irsarwono @TiffanyATrump @SarwonoIr @TiffanyATrump @University_Arms @University_Ave  @University_alti @University_Anon @university_amo @University_AoF  @University_Bah @university_bgsb @University_Bil @university_b  @University_book @BrownUniversity @University_City @university_clsd  @University_Cat,0.0,0.0,0.0
1031889097697050624,SarwonoIr,1534870907.0,1,1,@jokowi @SarwonoIr @TiffanyATrump @University_Arms @University_Ave  @University_alti @University_Anon @university_amo @University_AoF  @University_Bah @university_bgsb @University_Bil @university_b  @University_book @BrownUniversity @University_City @university_clsd  @University_Cat,0.0,0.0,0.0
1031888674718240768,SarwonoIr,1534870806.0,1,1,@SarwonoIr @TiffanyATrump @University_Arms @University_Ave @University_alti @University_Anon @university_amo @University_AoF @University_Bah @university_bgsb @University_Bil @university_b @University_book @BrownUniversity @University_City @university_clsd @University_Cat,0.0,0.0,0.0
1031885368965169152,mikellazzo,1534870018.0,0,0,"Whenever I lie about the Ivy League school I attended, I prefer the lie to be @BrownUniversity #RI https://t.co/SQnjVsDSuv",0.0,0.0,0.0
1031884738913619968,galvin_jen,1534869867.0,0,2,Searching for Language to Capture How Climate Change Has Altered Our World. @dbiello reviews #RISING by @ElizabethaRush. #climate @BrownUniversity @Brown_EnvSoc  https://t.co/CVYnNjr3UK,0.0,0.0,0.0
1031882877045223424,SlaterTech_Fund,1534869424.0,2,5,.@SlaterTech_Fund's managing director @thornesparkman with @sgblank at last week's A Few Lessons on How to Build Stuff Customers Want and Not Go Out of Business @BrownUniversity #Startups #Entrepreneurship #VC https://t.co/1mHtX0J5dx,0.0772,0.044,0.0
1031878107979034624,MeehanEDU,1534868286.0,0,0,This is phenomenal https://t.co/edFYLTBhIR @BrownUniversity #gamification #xplap,0.0,0.0,0.0
1031845405624025089,Pagett61,1534860490.0,0,0,@BCWakefield @WatsonInstitute @BrownUniversity @UNOCHA @HHI @NavalWarCollege #Zombies?,0.0,0.0,0.0
1031844371795259392,TommyQuinlan_IV,1534860243.0,0,1,WE ARE LIVE! @danpaquet has your front page local and national headlines from 6-9 AM on @wpro. @BrownUniversity prof. Wendi Schiller talks Pols/Trump. @bskhaberman has headlines at the top and bottom of the hour. https://t.co/wOqbpOJCHj,0.2714,0.058,0.0
1031778277424164864,primrosepress,1534844485.0,0,0,"New work: Detail of new unique version of Harvest: Holding &amp; Trading #bookarts. Image: a leaf collected on Benefit Street, Providence, RI. Text: record of 18th century Brown family slaving ship, reviewed @johncarterbrown @BrownUniversity #printmaking #research #art #history https://t.co/BUVVjK1bn0",0.4588,0.075,0.0
1031766399490969600,gargorama,1534841653.0,0,0,"@BCWakefield @BrownUniversity @UNOCHA @HHI @WatsonInstitute @NavalWarCollege is there a read out available for this workshop? or presentations and resource materials? working on how to frame global health within peace and security narrative, this seems very relevant. thanks!",0.8667,0.228,0.0
1031754138185596928,buzzkillprof,1534838730.0,0,0,Alison Palmer was a pioneer in fighting for #EqualRights in U.S. #StateDepartment! Listen here! https://t.co/GxZPDQlzgp  @StateDept @WomensHistoryFB @womanshistory @Womens_History @VietnamWarEra @histoftech @BrownUniversity https://t.co/yhMyvxQUb9,-0.4738,0.0,0.128
1031735757101260802,philissa,1534834347.0,0,3,I guess you know you transferred from @UNC to @BrownUniversity when you find the tone and content of this statement truly surprising https://t.co/qSDmCd0NoX,0.6124,0.2,0.0
1031733682346831874,rebeccadburwell,1534833853.0,0,0,@JoeyDunsmoor @orielf @BrownUniversity @CogNeuroJobs @NeuroRumblr @affectScience @SANS_news Sorry!,-0.1511,0.0,0.185
1031711041070268416,Paul0306,1534828455.0,0,1,@Brown_Wrestling @resilite @BrownAthletics @BrownUniversity @newenglandrtc @BearsWC It looks great. Great job getting them in the room!,0.8588,0.378,0.0
1031678501408174080,mapper_mundi,1534820697.0,1,5,"Also, complain to the university. My dear @BrownUniversity may be an Ivy but finding a stapler in the library is a quest worthy of at least six trade paperbacks, and even then you might not get to the end before the author dies. https://t.co/vzGbsi7Ich",0.5994,0.122,0.038
1031677664208330752,beatricepulliam,1534820497.0,1,2,At part II of @provlib #gardening program. The #HerbariumLab @BrownUniversity is one of 30 institutions contributing their digital scans of specimens and metadata to https://t.co/X60Jk1ok1E which is the NE consortia of herbaria collections.,0.0,0.0,0.0
1031676878292217856,IVLeagueHipster,1534820310.0,0,0,Years out of undergrad and I'm realizing I've been defining myself by my education - all the more proof of the menacing reach that the academinc-industrial-complex we subject ourselves to at @BrownUniversity #CapitalistPrison,0.0258,0.034,0.0
1031667972962766848,FoundationBOL,1534818186.0,0,0,"#militaryfamilies often lead disrupted lives. It didnt stop 2018 FBOL scholar Eve Glenn of #Tampa from earning a well-rounded educationthanks to #blendedlearning. This fall, shell be a @BrownUniversity student. See her story: https://t.co/96D2S7Q98s @Marlenesoko @TB_Times https://t.co/XeiNKKUX8x",0.2235,0.054,0.0
1031664054522265600,Holyterror44,1534817252.0,0,0,"@MahaRafiAtal @dandrezner @BrownUniversity @ShaziaZRafi Im the youngest of a large family. I distinctly remember my mother crying when one of my elder siblings left for college. When it was my turn, she pretty much just told me to eat breakfast and not get arrested.",0.3927,0.12,0.065
1031660876514750465,LorinePendleton,1534816494.0,0,1,Rodney Vincent @BrownUniversity friend died while in Puerto Rico. This was just published as his body has not been released by PR. Please reach out to me if you have connections in PR that can assist his family. They need to properly say goodbye. Please retweet #RodneyVincent https://t.co/vX3E2mU3Ah,0.5106,0.16,0.065
1031647116811268096,newjunetune,1534813214.0,0,0,"@smerconish @FrankBruni @BrownUniversity Actually, it is how does college get the most out of you.  The Educational-INDUSTRIAL-Complex.  Taking $ from suckers.  Smart ppl keep $ in their pockets.",-0.1531,0.09,0.11
1031626226518118401,resilite,1534808233.0,0,0,@Brown_Wrestling @BrownAthletics @BrownUniversity @newenglandrtc @BearsWC Looks awesome - what a difference! Thank you for your business and best of luck this year! #TeamResilite,0.937,0.458,0.0
1031615758349029377,zarak180,1534805737.0,0,0,@HealthyBrown @BrownUniversity What i do any one give recommendation like as rule of humanity ..plz ...If not then i will do Hanging my self,0.3612,0.106,0.0
